virus	Virulent	Temperate
Shah2023-NODE_511_length_5005_cov_13.907273	0.8113023420865861	0.18869765791341378
Shah2023-NODE_964_length_3181_cov_32.138196	0.9875	0.0125
Shah2023-NODE_188_length_10485_cov_28.505753	0.8118782016546146	0.1881217983453865
Shah2023-NODE_616_length_3013_cov_3.811359	0.8118782016546146	0.1881217983453865
Shah2023-NODE_1071_length_3686_cov_5.632333	0.8118782016546146	0.1881217983453865
Shah2023-NODE_452_length_3809_cov_14.799148	0.8529185022026432	0.14708149779735688
Shah2023-NODE_42_length_3380_cov_18.549474	0.6200440528634361	0.3799559471365639
Shah2023-NODE_299_length_5322_cov_9.517752	0.964110712130639	0.03588928786936091
Shah2023-NODE_149_length_4293_cov_6.147711	0.8118782016546146	0.1881217983453865
Walters2023-NODE_190_length_3898_cov_15.115275	0.8118782016546146	0.1881217983453865
Beller2022-NODE_58_length_5772_cov_25.603638	0.8118782016546146	0.1881217983453865
Shah2023-NODE_164_length_3181_cov_11.351567	0.8018561752228965	0.19814382477710454
Shah2023-NODE_1666_length_5689_cov_13.245474	1.0	0.0
Liang2020a-NODE_141_length_3945_cov_55.311825	0.40754405286343615	0.5924559471365638
Shah2023-NODE_751_length_3590_cov_112.220368	0.0	1.0
Shah2023-NODE_94_length_3432_cov_4.572994	0.8118782016546146	0.1881217983453865
Shah2023-NODE_105_length_3629_cov_9.120593	0.8118782016546146	0.1881217983453865
Shah2023-NODE_620_length_3540_cov_11.002009	0.8118782016546146	0.1881217983453865
Shah2023-NODE_23_length_16253_cov_43.079393	0.7497627924511694	0.2502372075488314
Maqsood2019-NODE_1_length_88197_cov_2614.679721	1.0	0.0
Shah2023-NODE_60_length_4891_cov_6.459677	0.8118782016546146	0.1881217983453865
Shah2023-NODE_81_length_12599_cov_25.391980	0.9297916206571897	0.07020837934281035
Shah2023-NODE_193_length_3648_cov_135.347620	0.9171219595612861	0.08287804043871398
Shah2023-NODE_26_length_3624_cov_134.304287	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_10_length_36576_cov_23.210701	0.1375	0.8625
Shah2023-NODE_485_length_6198_cov_48.820120	0.8267460430643061	0.17325395693569484
Shah2023-NODE_150_length_9095_cov_25.833296	0.8118782016546146	0.1881217983453865
Shah2023-NODE_441_length_3443_cov_7.693625	0.8287014312450708	0.17129856875493005
Shah2023-NODE_368_length_3093_cov_4.507571	0.8118782016546146	0.1881217983453865
Yan2021-NODE_31_length_14377_cov_27.271121	0.3	0.7
McCann2018-NODE_127_length_4508_cov_4.721087	0.9156106911143894	0.08438930888561061
Garmaeva2024-NODE_56_length_6870_cov_672.765957	0.8118782016546146	0.1881217983453865
Shah2023-NODE_5_length_34854_cov_31.247392	0.05	0.95
Liang2020a-NODE_15_length_21093_cov_9.487023	0.0125	0.9875
Shah2023-NODE_382_length_3310_cov_5.799693	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_56_length_9837_cov_7.395931	0.8043341487911784	0.1956658512088226
Liang2020a-NODE_10_length_19129_cov_18.549282	0.025	0.975
Shah2023-NODE_672_length_3119_cov_34.942559	0.8118782016546146	0.1881217983453865
Beller2022-NODE_613_length_3538_cov_10.265001	0.8118782016546146	0.1881217983453865
Shah2023-NODE_80_length_10153_cov_58.083856	0.9875	0.0125
Walters2023-NODE_118_length_7133_cov_14.615711	0.8118782016546146	0.1881217983453865
Shah2023-NODE_524_length_5608_cov_7.909058	0.8217900959277422	0.17820990407225873
Shah2023-NODE_50_length_5762_cov_13.127738	0.325	0.675
Shah2023-NODE_457_length_3005_cov_9.351864	0.8118782016546146	0.1881217983453865
Shah2023-NODE_88_length_10944_cov_11.799890	0.9240826343237174	0.07591736567628263
Walters2023-NODE_9_length_16245_cov_15.041137	0.0	1.0
Garmaeva2024-NODE_194_length_3593_cov_2.410119	0.8118782016546146	0.1881217983453865
Shah2023-NODE_522_length_3499_cov_4.447445	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_83_length_4565_cov_7.501774	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_175_length_15171_cov_253.202302	0.9875	0.0125
Shah2023-NODE_1214_length_5218_cov_7.011621	0.8118782016546146	0.1881217983453865
Shah2023-NODE_19_length_23755_cov_29.133586	0.0	1.0
Shah2023-NODE_108_length_4939_cov_8.093161	0.985005930576337	0.014994069423662984
Liang2020a-NODE_23_length_15969_cov_1194.248649	0.0	1.0
Shah2023-NODE_94_length_10630_cov_11.520757	0.8362407930380643	0.16375920696193652
Liang2020a-NODE_300_length_3646_cov_290.934002	0.8494672251202722	0.15053277487972785
Walters2023-NODE_16_length_6587_cov_44.173913	0.8118782016546146	0.1881217983453865
Shah2023-NODE_350_length_3127_cov_18.283854	0.9320112779837082	0.06798872201629169
Garmaeva2024-NODE_215_length_22647_cov_21.778373	0.8198050552567622	0.18019494474323808
Liang2020a-NODE_14_length_37929_cov_59.908011	0.0	1.0
Shah2023-NODE_84_length_8215_cov_8.366544	0.9991368286445013	0.0008631713554987213
Shah2023-NODE_240_length_5996_cov_10.577176	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_1140_length_3662_cov_6.559745	0.8845603315797836	0.11543966842021684
Shah2023-NODE_461_length_3193_cov_3.421287	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_31_length_18998_cov_4.524363	0.125	0.875
Shah2023-NODE_43_length_5492_cov_12.112378	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_487_length_3817_cov_172.692982	0.8336311192572265	0.16636888074277426
Shah2023-NODE_160_length_5812_cov_3.851485	0.8363170653598774	0.16368293464012354
Shah2023-NODE_38_length_3603_cov_5.578636	0.8118782016546146	0.1881217983453865
McCann2018-NODE_85_length_7848_cov_10.178237	0.8168341487911785	0.18316585120882262
Liang2020a-NODE_460_length_3337_cov_6.925046	0.9323329176891338	0.06766708231086598
Liang2020a-NODE_16_length_9767_cov_7.608423	0.0	1.0
Liang2020a-NODE_413_length_3349_cov_3.618397	0.8118782016546146	0.1881217983453865
Shah2023-NODE_227_length_4192_cov_4.271453	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_10_length_44965_cov_22.417769	0.025	0.975
Shah2023-NODE_616_length_3913_cov_4.031623	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_3_length_41866_cov_31.351247	0.1375	0.8625
Shah2023-NODE_37_length_3379_cov_6.792419	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_13_length_25516_cov_183.935627	0.0	1.0
Walters2023-NODE_230_length_3876_cov_13.146035	0.8118782016546146	0.1881217983453865
Shah2023-NODE_16_length_12676_cov_8.266064	0.9447227855305436	0.05527721446945625
Shah2023-NODE_185_length_5855_cov_4.933276	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_438_length_6635_cov_29.851216	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_48_length_8185_cov_13.658549	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_67_length_31097_cov_17.509825	0.975	0.025
Walters2023-NODE_17_length_7046_cov_10.818767	0.9284736410929751	0.07152635890702505
Shah2023-NODE_41_length_8048_cov_7.416114	0.9541120944161541	0.04588790558384566
Walters2023-NODE_44_length_6820_cov_26.004730	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_18_length_17374_cov_11.203418	0.0875	0.9125
Shah2023-NODE_332_length_4744_cov_15.465771	0.0	1.0
Shah2023-NODE_54_length_3735_cov_15.698370	0.8118782016546146	0.1881217983453865
Shah2023-NODE_191_length_11721_cov_9.105349	0.6697669305681762	0.33023306943182423
Liang2020a-NODE_64_length_6593_cov_14.698685	0.24752202643171808	0.7524779735682819
Beller2022-NODE_47_length_9339_cov_7.913292	0.8118782016546146	0.1881217983453865
Liang2020b-NODE_9_length_15145_cov_13.992710	0.9867103416003744	0.013289658399625643
Shah2023-NODE_4_length_23503_cov_51.849369	0.0	1.0
Garmaeva2024-NODE_274_length_9732_cov_11.176604	0.8353776216825656	0.16462237831743523
Shah2023-NODE_11_length_39070_cov_38.439882	0.075	0.925
Shah2023-NODE_67_length_12270_cov_13.169791	1.0	0.0
Liang2020a-NODE_77_length_5636_cov_4.299230	0.8118782016546146	0.1881217983453865
Walters2023-NODE_668_length_3440_cov_38.213589	0.964110712130639	0.03588928786936091
Shah2023-NODE_150_length_5915_cov_239.451195	0.9925660792951542	0.0074339207048458155
Shah2023-NODE_131_length_9021_cov_8.087218	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_6_length_40943_cov_41.521644	0.0	1.0
Liang2020a-NODE_229_length_5486_cov_15.533235	0.8118782016546146	0.1881217983453865
Shah2023-NODE_76_length_3480_cov_4.941606	0.8118782016546146	0.1881217983453865
McCann2018-NODE_17_length_8806_cov_86.044338	0.8193121223594604	0.18068787764054067
Liang2020a-NODE_68_length_4643_cov_4.537707	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_605_length_3275_cov_55.076708	0.0	1.0
Shah2023-NODE_698_length_4397_cov_13.490327	0.8689431749764692	0.1310568250235314
Shah2023-NODE_262_length_8805_cov_83.744571	0.8193121223594604	0.18068787764054067
Shah2023-NODE_78_length_6238_cov_9.502669	0.8118782016546146	0.1881217983453865
Walters2023-NODE_116_length_4647_cov_55.231490	0.9676913536437309	0.032308646356268914
Walters2023-NODE_3_length_7044_cov_18.628845	0.8118782016546146	0.1881217983453865
Shah2023-NODE_513_length_4634_cov_3.217515	0.9166782682869915	0.0833217317130085
Shah2023-NODE_303_length_4285_cov_106.706147	0.827299866497191	0.17270013350281002
Shah2023-NODE_15_length_18238_cov_6.976297	0.0	1.0
Shah2023-NODE_20_length_22634_cov_10.544355	0.1375	0.8625
Shah2023-NODE_41_length_9732_cov_11.988943	0.8725931064595113	0.127406893540489
Shah2023-NODE_17_length_15212_cov_44.762816	0.931779094256249	0.06822090574375078
Beller2022-NODE_685_length_3267_cov_8.073786	0.8118782016546146	0.1881217983453865
Shah2023-NODE_762_length_4435_cov_5.405936	0.8118782016546146	0.1881217983453865
Yan2021-NODE_311_length_4186_cov_21.816993	0.8118782016546146	0.1881217983453865
Shah2023-NODE_209_length_5252_cov_7.233211	0.8118782016546146	0.1881217983453865
Shah2023-NODE_5_length_42128_cov_21.752692	0.8861895462707002	0.11381045372930024
Shah2023-NODE_285_length_9093_cov_8.281589	0.2	0.8
Garmaeva2024-NODE_243_length_13734_cov_15.343154	0.8363170653598774	0.16368293464012354
Shah2023-NODE_477_length_7277_cov_11.127942	0.8740652230108893	0.12593477698911074
Shah2023-NODE_121_length_8136_cov_5.882069	0.025	0.975
Beller2022-NODE_10_length_18719_cov_55.328065	0.025	0.975
Shah2023-NODE_1106_length_3782_cov_4.596995	0.8118782016546146	0.1881217983453865
Shah2023-NODE_45_length_5035_cov_6.890763	0.9550660792951542	0.044933920704845816
Liang2020a-NODE_89_length_5596_cov_17.208085	0.8461605166393262	0.15383948336067438
Shah2023-NODE_165_length_5386_cov_13.299381	0.8118782016546146	0.1881217983453865
Shah2023-NODE_408_length_5802_cov_14.879241	0.8118782016546146	0.1881217983453865
Shah2023-NODE_318_length_3649_cov_7.003617	0.8118782016546146	0.1881217983453865
Shah2023-NODE_254_length_3420_cov_14.511441	0.8118782016546146	0.1881217983453865
McCann2018-NODE_13_length_20454_cov_103.575028	0.0	1.0
Shah2023-NODE_628_length_3267_cov_9.846202	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_366_length_3691_cov_2.312431	0.09556663825095328	0.9044333617490468
Liang2020a-NODE_9_length_39676_cov_2966.803261	0.025	0.975
Shah2023-NODE_179_length_4293_cov_11.666116	0.8118782016546146	0.1881217983453865
Shah2023-NODE_4_length_49082_cov_72.372448	0.05	0.95
Shah2023-NODE_190_length_4163_cov_11.398004	0.8267460430643061	0.17325395693569484
Garmaeva2024-NODE_1301_length_3621_cov_3.967190	0.8118782016546146	0.1881217983453865
Walters2023-NODE_81_length_5076_cov_7.268472	0.05	0.95
Shah2023-NODE_160_length_6706_cov_11.268681	0.6900881057268723	0.30991189427312776
Beller2022-NODE_2_length_42492_cov_241.799939	0.0	1.0
Shah2023-NODE_236_length_6078_cov_45.960153	0.8118782016546146	0.1881217983453865
Garmaeva2024-NODE_514_length_3264_cov_6.346837	0.8118782016546146	0.1881217983453865
Shah2023-NODE_76_length_7266_cov_14.533907	0.7908590308370049	0.20914096916299568
Garmaeva2024-NODE_1335_length_3250_cov_4.943349	0.8118782016546146	0.1881217983453865
Shah2023-NODE_190_length_13366_cov_12.322741	0.7912262038015135	0.20877379619848746
Shah2023-NODE_39_length_9987_cov_8.862867	0.964110712130639	0.03588928786936091
Liang2020a-NODE_128_length_5057_cov_8.289084	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_11_length_19185_cov_119.991166	0.3125	0.6875
Garmaeva2024-NODE_861_length_4540_cov_8.752508	0.8880556134907275	0.11194438650927263
Shah2023-NODE_2935_length_3992_cov_7.735077	0.0	1.0
Shah2023-NODE_34_length_10231_cov_17.996069	0.8118782016546146	0.1881217983453865
Beller2022-NODE_70_length_3344_cov_10.442688	0.8118782016546146	0.1881217983453865
Shah2023-NODE_378_length_6655_cov_9.735152	0.0	1.0
Shah2023-NODE_21_length_15116_cov_5.468694	0.8972054257870268	0.10279457421297336
Shah2023-NODE_1341_length_6496_cov_8.795063	0.8118782016546146	0.1881217983453865
Walters2023-NODE_92_length_3651_cov_113.511958	0.8118782016546146	0.1881217983453865
Shah2023-NODE_65_length_13253_cov_13.574178	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_166_length_5836_cov_43.371735	0.0	1.0
Shah2023-NODE_539_length_6063_cov_5.997670	0.9520187116444271	0.04798128835557278
Liang2020a-NODE_10_length_30223_cov_6829.947030	1.0	0.0
Shah2023-NODE_191_length_14014_cov_9.153091	0.964110712130639	0.03588928786936091
Shah2023-NODE_321_length_5948_cov_9.929917	0.922522026431718	0.07747797356828194
Liang2020a-NODE_15_length_22255_cov_13.078514	0.0	1.0
Shah2023-NODE_18_length_43933_cov_96.863417	0.075	0.925
Garmaeva2024-NODE_159_length_16984_cov_15.884754	0.8118782016546146	0.1881217983453865
Shah2023-NODE_176_length_5631_cov_10.986549	0.0125	0.9875
Shah2023-NODE_99_length_12170_cov_7.138919	0.225	0.775
Garmaeva2024-NODE_134_length_20573_cov_12.605566	0.8118782016546146	0.1881217983453865
Liang2020b-NODE_1_length_105199_cov_81.045148	0.9625	0.0375
Beller2022-NODE_120_length_5432_cov_365.913335	0.8118782016546146	0.1881217983453865
Shah2023-NODE_46_length_3939_cov_6.210865	0.8118782016546146	0.1881217983453865
Shah2023-NODE_29_length_15548_cov_6.380817	0.9722986238568456	0.027701376143154287
Walters2023-NODE_32_length_5747_cov_11.945186	0.14752202643171805	0.852477973568282
Shah2023-NODE_59_length_12661_cov_14.940346	0.0375	0.9625
Shah2023-NODE_3_length_33937_cov_20.703412	0.9079845814977974	0.09201541850220271
Shah2023-NODE_2288_length_4708_cov_9.375672	0.0	1.0
Shah2023-NODE_29_length_24251_cov_13.936601	0.0375	0.9625
Shah2023-NODE_113_length_9200_cov_54.352105	0.8118782016546146	0.1881217983453865
Shah2023-NODE_115_length_9415_cov_9.028098	0.0	1.0
Shah2023-NODE_872_length_4835_cov_6.025941	0.8267460430643061	0.17325395693569484
Shah2023-NODE_605_length_3951_cov_36.024897	0.0	1.0
Liang2020a-NODE_55_length_10199_cov_28.282433	0.1450440528634361	0.8549559471365639
Shah2023-NODE_336_length_3146_cov_5.796506	0.8643267843600146	0.13567321563998574
Shah2023-NODE_29_length_40390_cov_30.774389	0.125	0.875
Beller2022-NODE_627_length_3315_cov_6.780982	0.8118782016546146	0.1881217983453865
Shah2023-NODE_125_length_3959_cov_5.486680	0.8338669542239673	0.16613304577603344
Shah2023-NODE_16_length_13054_cov_17.263866	0.0625	0.9375
Shah2023-NODE_117_length_5561_cov_44.130222	0.8713217048610087	0.1286782951389919
Walters2023-NODE_4_length_9500_cov_18.425728	0.8118782016546146	0.1881217983453865
Walters2023-NODE_73_length_3452_cov_64.345305	0.8118782016546146	0.1881217983453865
Shah2023-NODE_62_length_20940_cov_16.735265	0.7846884673160139	0.21531153268398615
Walters2023-NODE_70_length_4046_cov_7.649461	0.8118782016546146	0.1881217983453865
Shah2023-NODE_4_length_34591_cov_28.251998	0.0	1.0
Shah2023-NODE_979_length_3130_cov_4.151870	0.8118782016546146	0.1881217983453865
Shah2023-NODE_275_length_7141_cov_45.857183	0.9875	0.0125
Shah2023-NODE_18_length_39211_cov_225.856012	0.895044052863436	0.10495594713656389
Shah2023-NODE_56_length_25247_cov_19.409336	0.0	1.0
Shah2023-NODE_23_length_3746_cov_19.310485	0.8267460430643061	0.17325395693569484
Garmaeva2024-NODE_765_length_4643_cov_5.981473	0.8118782016546146	0.1881217983453865
Yan2021-NODE_199_length_4692_cov_6.243261	0.8118782016546146	0.1881217983453865
Shah2023-NODE_245_length_9005_cov_6.691285	0.960022026431718	0.039977973568281935
Liang2020a-NODE_287_length_3965_cov_3.258824	0.8118782016546146	0.1881217983453865
Shah2023-NODE_841_length_3738_cov_8.148520	0.8118782016546146	0.1881217983453865
Shah2023-NODE_45_length_5900_cov_14.225150	0.8771999238308108	0.1228000761691896
Shah2023-NODE_3423_length_3601_cov_6.502256	0.8118782016546146	0.1881217983453865
Walters2023-NODE_8_length_41713_cov_23.751284	0.15	0.85
Liang2020b-NODE_231_length_7899_cov_8.241713	0.95	0.05
Garmaeva2024-NODE_61_length_15904_cov_166.715818	0.7905538331363103	0.20944616686369072
Garmaeva2024-NODE_4_length_25179_cov_12.170952	1.0	0.0
Liang2020a-NODE_547_length_3740_cov_6.748168	0.9892353854909175	0.010764614509082473
Walters2023-NODE_86_length_3679_cov_21.530629	0.8118782016546146	0.1881217983453865
Shah2023-NODE_73_length_15847_cov_12.625380	0.931779094256249	0.06822090574375078
Shah2023-NODE_50_length_4608_cov_11.905776	0.8118782016546146	0.1881217983453865
Shah2023-NODE_11_length_40440_cov_52.085898	0.9367350413928129	0.0632649586071869
Walters2023-NODE_1_length_99360_cov_876.709773	0.6325440528634362	0.3674559471365638
Garmaeva2024-NODE_591_length_5491_cov_8.961553	0.8118782016546146	0.1881217983453865
Liang2020a-NODE_198_length_6698_cov_5.051784	0.724694777917064	0.2753052220829365
Liang2020a-NODE_206_length_7719_cov_546.093163	0.8118782016546146	0.1881217983453865
Shah2023-NODE_8_length_33314_cov_16.721068	0.0	1.0
Lim2015-NODE_6_length_8263_cov_6.520403	0.8118782016546146	0.1881217983453865
